1
10000
0.000000
3.000000
8.000000, 12.000000
1, 0, 0, 0
0.000000
AND
1978
591, 61, 13808.950000, 20.000000, Spiketrain
605, 63, 14409.700000, 40.000000, Spiketrain
776, 79, 17514.233333, 20.000000, Spiketrain
784, 79, 17632.066667, 30.000000, Spiketrain
843, 84, 18584.566667, 20.000000, Artifact
937, 90, 19896.583333, 30.000000, Spiketrain
1062, 100, 21927.866667, 30.000000, Spiketrain
1270, 116, 25126.233333, 20.000000, Spiketrain
1271, 116, 25127.066667, 10.000000, Spiketrain
1272, 116, 25127.400000, 20.000000, Spiketrain
1273, 116, 25128.566667, 10.000000, Spiketrain
1349, 124, 26802.100000, 20.000000, Seizure
1390, 128, 27638.933333, 10.000000, Spiketrain
1391, 128, 27642.600000, 10.000000, Spiketrain
1455, 133, 28702.600000, 30.000000, Seizure
1565, 152, 32717.983333, 10.000000, Spiketrain
1568, 153, 32766.833333, 20.000000, Artifact
1585, 155, 36972.766667, 10.000000, Artifact
1586, 155, 36974.266667, 30.000000, Artifact
1660, 162, 38463.783333, 30.000000, Seizure
1672, 164, 38701.366667, 10.000000, Spiketrain
1673, 164, 38702.366667, 20.000000, Spiketrain
1694, 166, 39180.116667, 10.000000, Spiketrain
1737, 170, 39969.900000, 90.000000, Seizure
1739, 170, 40119.566667, 20.000000, Artifact
1799, 177, 41123.316667, 30.000000, Seizure
1819, 179, 41527.300000, 30.000000, Spiketrain
1825, 180, 41709.866667, 80.000000, Seizure
1856, 184, 42564.250000, 40.000000, Seizure
1859, 184, 42681.583333, 40.000000, Seizure
1929, 192, 44331.583333, 20.000000, Artifact
1956, 193, 44502.916667, 40.000000, Seizure
