3
5000
NaN
2.000000
5.000000
4.000000
3 12
1, 1, 1, 1
0.000000
AND
395
150, 78, 15627.350000, 35.000000, Seizure
167, 92, 18435.466667, 45.000000, Seizure
175, 98, 19858.133333, 40.000000, Seizure
219, 141, 28634.000000, 40.000000, Seizure
225, 147, 29927.116667, 35.000000, Seizure
233, 170, 34675.133333, 70.000000, Seizure
251, 197, 40245.000000, 75.000000, Seizure
270, 220, 44877.083333, 25.000000, Seizure
275, 222, 45373.633333, 35.000000, Seizure
282, 225, 45933.616667, 75.000000, Seizure
289, 240, 48921.166667, 65.000000, Seizure
303, 253, 51630.633333, 85.000000, Seizure
322, 273, 55854.533333, 75.000000, Seizure
324, 274, 56032.983333, 70.000000, Seizure
325, 276, 56346.033333, 70.000000, Seizure
349, 293, 59926.750000, 30.000000, Seizure
368, 303, 61974.183333, 45.000000, Seizure
369, 304, 62151.750000, 75.000000, Seizure
370, 306, 62610.216667, 35.000000, Seizure
374, 312, 63870.750000, 45.000000, Seizure
391, 321, 65654.350000, 30.000000, Seizure
393, 321, 65706.183333, 30.000000, Seizure
394, 324, 66332.250000, 30.000000, Seizure
395, 325, 66473.516667, 40.000000, Seizure
