1
10000
0.000000
3.000000
8.000000, 12.000000
1, 1, 1, 1
0.000000
AND
285
6, 6, 1106.166667, 55.000000, Seizure
48, 55, 11307.000000, 70.000000, Seizure
66, 102, 20635.750000, 70.000000, Seizure
69, 102, 20673.750000, 60.000000, Seizure
70, 102, 20724.333333, 70.000000, Seizure
73, 103, 20901.266667, 90.000000, Seizure
99, 141, 28746.583333, 70.000000, Seizure
113, 160, 32725.500000, 50.000000, Seizure
124, 174, 35495.033333, 20.000000, Artifact
132, 180, 36649.483333, 30.000000, Artifact
143, 189, 38639.083333, 55.000000, Seizure
156, 211, 43226.083333, 60.000000, Seizure
163, 237, 48552.683333, 65.000000, Seizure
166, 252, 51568.466667, 65.000000, Seizure
174, 259, 52973.233333, 55.000000, Seizure
176, 261, 53365.616667, 55.000000, Seizure
183, 266, 54505.900000, 55.000000, Seizure
185, 273, 55817.400000, 75.000000, Seizure
186, 273, 55989.683333, 70.000000, Seizure
188, 274, 55996.833334, 110.000000, Seizure
194, 280, 57331.750000, 40.000000, Seizure
197, 281, 57537.400000, 80.000000, Seizure
199, 281, 57541.566667, 50.000000, Seizure
201, 288, 59003.116667, 70.000000, Seizure
203, 289, 59278.883334, 65.000000, Seizure
206, 296, 60647.850000, 45.000000, Seizure
215, 301, 61592.433334, 42.000000, Seizure
217, 303, 62079.816667, 40.000000, Seizure
219, 304, 62223.200000, 45.000000, Seizure
221, 305, 62458.183334, 50.000000, Seizure
229, 309, 63325.816667, 50.000000, Seizure
231, 310, 63565.016667, 60.000000, Seizure
233, 311, 63716.533333, 55.000000, Seizure
234, 313, 64155.450000, 50.000000, Seizure
240, 315, 64482.550000, 40.000000, Seizure
242, 315, 64562.216667, 40.000000, Seizure
244, 316, 64653.733333, 45.000000, Seizure
246, 316, 64734.733333, 40.000000, Seizure
248, 316, 64843.900000, 40.000000, Seizure
250, 317, 64879.100000, 60.000000, Seizure
252, 317, 64952.600000, 35.000000, Seizure
253, 317, 65021.583333, 50.000000, Seizure
256, 317, 65039.600000, 50.000000, Seizure
257, 318, 65060.700000, 130.000000, Seizure
259, 318, 65083.700000, 120.000000, Seizure
261, 319, 65331.750000, 60.000000, Seizure
