3
10000
0.000000
3.000000
3.000000, 20.000000
1, 0, 0, 0
0.000000
AND
4046
7, 1, 85.333333, 10.000000, Spiketrain
66, 5, 969.566667, 10.000000, Spiketrain
76, 6, 1164.716667, 25.000000, Seizure
90, 7, 1369.000000, 10.000000, Spiketrain
135, 11, 2181.116667, 60.000000, Seizure
137, 11, 2269.883333, 80.000000, Seizure
139, 12, 2380.050000, 70.000000, Seizure
197, 17, 3470.583333, 40.000000, Seizure
204, 18, 3607.550000, 45.000000, Seizure
206, 19, 3866.883333, 55.000000, Seizure
291, 27, 5497.700000, 50.000000, Seizure
348, 31, 6295.766667, 20.000000, Spiketrain
357, 32, 6544.716667, 70.000000, Seizure
555, 47, 9566.383333, 50.000000, Seizure
629, 53, 10732.633333, 60.000000, Seizure
694, 59, 12137.300000, 50.000000, Seizure
710, 61, 12497.300000, 40.000000, Seizure
712, 62, 12652.050000, 35.000000, Seizure
716, 64, 13000.216667, 30.000000, Seizure
719, 65, 13313.750000, 50.000000, Seizure
721, 66, 13370.650000, 45.000000, Seizure
724, 67, 13571.050000, 30.000000, Seizure
726, 67, 13645.433333, 45.000000, Seizure
728, 68, 13831.216667, 40.000000, Seizure
733, 69, 14005.050000, 35.000000, Seizure
738, 69, 14117.550000, 30.000000, Seizure
813, 75, 15268.616667, 44.000000, Seizure
1136, 105, 21252.633333, 60.000000, Seizure
1138, 105, 21374.550000, 45.000000, Seizure
1172, 109, 22138.700000, 45.000000, Seizure
1190, 112, 22657.233333, 30.000000, Seizure
1195, 113, 22959.100000, 30.000000, Seizure
1233, 117, 23792.250000, 20.000000, Seizure
1245, 119, 24107.283333, 20.000000, Seizure
1264, 121, 24538.500000, 10.000000, Spiketrain
1292, 123, 25087.716667, 20.000000, Seizure
1369, 129, 26156.916667, 20.000000, Spiketrain
1448, 140, 28538.933333, 20.000000, Spiketrain
1452, 140, 28551.933333, 20.000000, Spiketrain
1453, 140, 28552.600000, 10.000000, Spiketrain
1499, 142, 28944.883333, 10.000000, Spiketrain
1506, 143, 29042.583333, 20.000000, Spiketrain
1569, 149, 30274.950000, 20.000000, Others
1576, 149, 30299.116667, 40.000000, Others
1654, 158, 32153.550000, 30.000000, Seizure
1655, 159, 32405.966667, 20.000000, Seizure
1665, 160, 32622.000000, 20.000000, Seizure
1671, 161, 32923.350000, 70.000000, Others
1705, 164, 33444.583333, 40.000000, Others
1709, 165, 33719.933333, 20.000000, Seizure
1725, 167, 34031.516667, 20.000000, Seizure
1773, 171, 34894.950000, 50.000000, Others
1814, 176, 36020.250000, 640.000000, Artifact
1815, 178, 36436.116667, 700.000000, Artifact
1823, 186, 37890.616667, 520.000000, Artifact
1997, 205, 41882.033333, 20.000000, Spiketrain
2025, 208, 42418.016667, 20.000000, Seizure
2108, 217, 44268.800000, 20.000000, Seizure
2145, 220, 44985.866667, 30.000000, Seizure
2151, 221, 45196.050000, 30.000000, Seizure
2153, 221, 45223.050000, 40.000000, Spiketrain
2156, 222, 45334.500000, 20.000000, Seizure
2203, 227, 46456.616667, 20.000000, Seizure
2208, 229, 46752.916667, 20.000000, Seizure
2432, 249, 50991.483333, 20.000000, Seizure
2441, 251, 51393.133333, 30.000000, Seizure
2491, 257, 52519.366667, 20.000000, Seizure
2556, 265, 54157.233333, 20.000000, Seizure
2558, 265, 54177.233333, 30.000000, Spiketrain
2575, 266, 54544.766667, 40.000000, Others
2976, 312, 63959.350000, 20.000000, Seizure
2986, 313, 64034.200000, 20.000000, Seizure
3029, 317, 64896.300000, 20.000000, Seizure
3034, 317, 64915.800000, 30.000000, Spiketrain
3051, 320, 65659.600000, 20.000000, Seizure
3053, 321, 65678.466667, 20.000000, Spiketrain
3142, 329, 67373.200000, 20.000000, Spiketrain
3144, 329, 67500.033333, 90.000000, Others
3188, 334, 68347.583333, 30.000000, Artifact
3195, 335, 68724.966667, 20.000000, Artifact
3253, 338, 69226.633333, 30.000000, Spiketrain
3284, 343, 70194.933333, 20.000000, Seizure
3333, 347, 71177.833333, 20.000000, Seizure
3334, 347, 71178.500000, 20.000000, Others
3390, 355, 72753.550000, 20.000000, Seizure
3452, 361, 74038.400000, 20.000000, Seizure
3468, 363, 74347.650000, 20.000000, Seizure
3527, 371, 76028.916667, 20.000000, Seizure
3532, 371, 76065.750000, 40.000000, Spiketrain
3612, 379, 77752.783333, 20.000000, Seizure
3624, 381, 78094.333333, 20.000000, Spiketrain
3669, 386, 79106.416667, 80.000000, Others
3791, 398, 81697.333333, 20.000000, Seizure
3792, 398, 81719.000000, 20.000000, Spiketrain
3915, 411, 84376.266667, 20.000000, Spiketrain
3917, 411, 84378.266667, 20.000000, Spiketrain
4002, 418, 85826.183333, 20.000000, Seizure
4003, 419, 85848.083333, 20.000000, Spiketrain
